Combined	All	ASV	Compartment	GxY	Soil_div	Rel_abund_Seed	Type
ASV1059_BostonY1	nsSeed-BostonY1	ASV1059	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1059_BostonY2	nsSeed-BostonY2	ASV1059	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1059_MajorY1	nsSeed-MajorY1	ASV1059	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1059_MajorY2	nsSeed-MajorY2	ASV1059	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV106_BostonY1	nsSeed-BostonY1	ASV106	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV106_BostonY2	nsSeed-BostonY2	ASV106	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV106_MajorY1	nsSeed-MajorY1	ASV106	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV106_MajorY2	nsSeed-MajorY2	ASV106	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1060_BostonY1	nsSeed-BostonY1	ASV1060	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1060_BostonY2	nsSeed-BostonY2	ASV1060	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1060_MajorY1	nsSeed-MajorY1	ASV1060	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1060_MajorY2	nsSeed-MajorY2	ASV1060	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1061_BostonY1	nsSeed-BostonY1	ASV1061	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1061_BostonY2	nsSeed-BostonY2	ASV1061	Seed	BostonY2	ns 	0.066778249	0.01<x<1%: Intermediate
ASV1061_MajorY1	nsSeed-MajorY1	ASV1061	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1061_MajorY2	nsSeed-MajorY2	ASV1061	Seed	MajorY2	ns 	0.042671025	0.01<x<1%: Intermediate
ASV1062_BostonY1	nsSeed-BostonY1	ASV1062	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1062_BostonY2	nsSeed-BostonY2	ASV1062	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1062_MajorY1	nsSeed-MajorY1	ASV1062	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1062_MajorY2	nsSeed-MajorY2	ASV1062	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1065_BostonY1	nsSeed-BostonY1	ASV1065	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1065_BostonY2	nsSeed-BostonY2	ASV1065	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1065_MajorY1	nsSeed-MajorY1	ASV1065	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1065_MajorY2	nsSeed-MajorY2	ASV1065	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1066_BostonY1	nsSeed-BostonY1	ASV1066	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1066_BostonY2	nsSeed-BostonY2	ASV1066	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1066_MajorY1	nsSeed-MajorY1	ASV1066	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1066_MajorY2	nsSeed-MajorY2	ASV1066	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1067_BostonY1	nsSeed-BostonY1	ASV1067	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1067_BostonY2	nsSeed-BostonY2	ASV1067	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1067_MajorY1	nsSeed-MajorY1	ASV1067	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1067_MajorY2	nsSeed-MajorY2	ASV1067	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1068_BostonY1	nsSeed-BostonY1	ASV1068	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1068_BostonY2	nsSeed-BostonY2	ASV1068	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1068_MajorY1	nsSeed-MajorY1	ASV1068	Seed	MajorY1	ns 	3.88712135	> 1%: Dominant
ASV1068_MajorY2	nsSeed-MajorY2	ASV1068	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1069_BostonY1	nsSeed-BostonY1	ASV1069	Seed	BostonY1	ns 	0.10497067	0.01<x<1%: Intermediate
ASV1069_BostonY2	nsSeed-BostonY2	ASV1069	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1069_MajorY1	nsSeed-MajorY1	ASV1069	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1069_MajorY2	nsSeed-MajorY2	ASV1069	Seed	MajorY2	ns 	0.08294189	0.01<x<1%: Intermediate
ASV107_BostonY1	nsSeed-BostonY1	ASV107	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV107_BostonY2	nsSeed-BostonY2	ASV107	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV107_MajorY1	nsSeed-MajorY1	ASV107	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV107_MajorY2	nsSeed-MajorY2	ASV107	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1070_BostonY1	nsSeed-BostonY1	ASV1070	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1070_BostonY2	nsSeed-BostonY2	ASV1070	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1070_MajorY1	nsSeed-MajorY1	ASV1070	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1070_MajorY2	nsSeed-MajorY2	ASV1070	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1071_BostonY1	nsSeed-BostonY1	ASV1071	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1071_BostonY2	nsSeed-BostonY2	ASV1071	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1071_MajorY1	nsSeed-MajorY1	ASV1071	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1071_MajorY2	nsSeed-MajorY2	ASV1071	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1072_BostonY1	nsSeed-BostonY1	ASV1072	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1072_BostonY2	nsSeed-BostonY2	ASV1072	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1072_MajorY1	nsSeed-MajorY1	ASV1072	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1072_MajorY2	nsSeed-MajorY2	ASV1072	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1073_BostonY1	nsSeed-BostonY1	ASV1073	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1073_BostonY2	nsSeed-BostonY2	ASV1073	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1073_MajorY1	nsSeed-MajorY1	ASV1073	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1073_MajorY2	nsSeed-MajorY2	ASV1073	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1074_BostonY1	nsSeed-BostonY1	ASV1074	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1074_BostonY2	nsSeed-BostonY2	ASV1074	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1074_MajorY1	nsSeed-MajorY1	ASV1074	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1074_MajorY2	nsSeed-MajorY2	ASV1074	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1075_BostonY1	nsSeed-BostonY1	ASV1075	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1075_BostonY2	nsSeed-BostonY2	ASV1075	Seed	BostonY2	ns 	0.110100258	0.01<x<1%: Intermediate
ASV1075_MajorY1	nsSeed-MajorY1	ASV1075	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1075_MajorY2	nsSeed-MajorY2	ASV1075	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1076_BostonY1	nsSeed-BostonY1	ASV1076	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1076_BostonY2	nsSeed-BostonY2	ASV1076	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1076_MajorY1	nsSeed-MajorY1	ASV1076	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1076_MajorY2	nsSeed-MajorY2	ASV1076	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1077_BostonY1	nsSeed-BostonY1	ASV1077	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1077_BostonY2	nsSeed-BostonY2	ASV1077	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1077_MajorY1	nsSeed-MajorY1	ASV1077	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1077_MajorY2	nsSeed-MajorY2	ASV1077	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1078_BostonY1	nsSeed-BostonY1	ASV1078	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1078_BostonY2	nsSeed-BostonY2	ASV1078	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1078_MajorY1	nsSeed-MajorY1	ASV1078	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1078_MajorY2	nsSeed-MajorY2	ASV1078	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1079_BostonY1	nsSeed-BostonY1	ASV1079	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1079_BostonY2	nsSeed-BostonY2	ASV1079	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1079_MajorY1	nsSeed-MajorY1	ASV1079	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1079_MajorY2	nsSeed-MajorY2	ASV1079	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV108_BostonY1	nsSeed-BostonY1	ASV108	Seed	BostonY1	ns 	1.410379446	> 1%: Dominant
ASV108_BostonY2	nsSeed-BostonY2	ASV108	Seed	BostonY2	ns 	0.385818831	0.01<x<1%: Intermediate
ASV108_MajorY1	nsSeed-MajorY1	ASV108	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV108_MajorY2	nsSeed-MajorY2	ASV108	Seed	MajorY2	ns 	0.903164585	0.01<x<1%: Intermediate
ASV1080_BostonY1	nsSeed-BostonY1	ASV1080	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1080_BostonY2	nsSeed-BostonY2	ASV1080	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1080_MajorY1	nsSeed-MajorY1	ASV1080	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1080_MajorY2	nsSeed-MajorY2	ASV1080	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1081_BostonY1	nsSeed-BostonY1	ASV1081	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1081_BostonY2	nsSeed-BostonY2	ASV1081	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1081_MajorY1	nsSeed-MajorY1	ASV1081	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1081_MajorY2	nsSeed-MajorY2	ASV1081	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1082_BostonY1	nsSeed-BostonY1	ASV1082	Seed	BostonY1	ns 	0.049397962	0.01<x<1%: Intermediate
ASV1082_BostonY2	nsSeed-BostonY2	ASV1082	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1082_MajorY1	nsSeed-MajorY1	ASV1082	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1082_MajorY2	nsSeed-MajorY2	ASV1082	Seed	MajorY2	ns 	0.093654129	0.01<x<1%: Intermediate
ASV1083_BostonY1	nsSeed-BostonY1	ASV1083	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1083_BostonY2	nsSeed-BostonY2	ASV1083	Seed	BostonY2	ns 	0.082238736	0.01<x<1%: Intermediate
ASV1083_MajorY1	nsSeed-MajorY1	ASV1083	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1083_MajorY2	nsSeed-MajorY2	ASV1083	Seed	MajorY2	ns 	0.035154697	0.01<x<1%: Intermediate
ASV1084_BostonY1	nsSeed-BostonY1	ASV1084	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1084_BostonY2	nsSeed-BostonY2	ASV1084	Seed	BostonY2	ns 	0.099154308	0.01<x<1%: Intermediate
ASV1084_MajorY1	nsSeed-MajorY1	ASV1084	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1084_MajorY2	nsSeed-MajorY2	ASV1084	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1085_BostonY1	nsSeed-BostonY1	ASV1085	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1085_BostonY2	nsSeed-BostonY2	ASV1085	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1085_MajorY1	nsSeed-MajorY1	ASV1085	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1085_MajorY2	nsSeed-MajorY2	ASV1085	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1086_BostonY1	nsSeed-BostonY1	ASV1086	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1086_BostonY2	nsSeed-BostonY2	ASV1086	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1086_MajorY1	nsSeed-MajorY1	ASV1086	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1086_MajorY2	nsSeed-MajorY2	ASV1086	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1087_BostonY1	nsSeed-BostonY1	ASV1087	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1087_BostonY2	nsSeed-BostonY2	ASV1087	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1087_MajorY1	nsSeed-MajorY1	ASV1087	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1087_MajorY2	nsSeed-MajorY2	ASV1087	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1088_BostonY1	nsSeed-BostonY1	ASV1088	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1088_BostonY2	nsSeed-BostonY2	ASV1088	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1088_MajorY1	nsSeed-MajorY1	ASV1088	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1088_MajorY2	nsSeed-MajorY2	ASV1088	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1089_BostonY1	nsSeed-BostonY1	ASV1089	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1089_BostonY2	nsSeed-BostonY2	ASV1089	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1089_MajorY1	nsSeed-MajorY1	ASV1089	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1089_MajorY2	nsSeed-MajorY2	ASV1089	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV109_BostonY1	nsSeed-BostonY1	ASV109	Seed	BostonY1	ns 	0.543439399	0.01<x<1%: Intermediate
ASV109_BostonY2	nsSeed-BostonY2	ASV109	Seed	BostonY2	ns 	0.199461843	0.01<x<1%: Intermediate
ASV109_MajorY1	nsSeed-MajorY1	ASV109	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV109_MajorY2	nsSeed-MajorY2	ASV109	Seed	MajorY2	ns 	1.153222048	> 1%: Dominant
ASV1090_BostonY1	nsSeed-BostonY1	ASV1090	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1090_BostonY2	nsSeed-BostonY2	ASV1090	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1090_MajorY1	nsSeed-MajorY1	ASV1090	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1090_MajorY2	nsSeed-MajorY2	ASV1090	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1091_BostonY1	nsSeed-BostonY1	ASV1091	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1091_BostonY2	nsSeed-BostonY2	ASV1091	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1091_MajorY1	nsSeed-MajorY1	ASV1091	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1091_MajorY2	nsSeed-MajorY2	ASV1091	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1092_BostonY1	nsSeed-BostonY1	ASV1092	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1092_BostonY2	nsSeed-BostonY2	ASV1092	Seed	BostonY2	ns 	0.054471408	0.01<x<1%: Intermediate
ASV1092_MajorY1	nsSeed-MajorY1	ASV1092	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1092_MajorY2	nsSeed-MajorY2	ASV1092	Seed	MajorY2	ns 	0.061234158	0.01<x<1%: Intermediate
ASV1093_BostonY1	nsSeed-BostonY1	ASV1093	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1093_BostonY2	nsSeed-BostonY2	ASV1093	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1093_MajorY1	nsSeed-MajorY1	ASV1093	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1093_MajorY2	nsSeed-MajorY2	ASV1093	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1095_BostonY1	nsSeed-BostonY1	ASV1095	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1095_BostonY2	nsSeed-BostonY2	ASV1095	Seed	BostonY2	ns 	0.071993119	0.01<x<1%: Intermediate
ASV1095_MajorY1	nsSeed-MajorY1	ASV1095	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1095_MajorY2	nsSeed-MajorY2	ASV1095	Seed	MajorY2	ns 	0.022823188	0.01<x<1%: Intermediate
ASV1096_BostonY1	nsSeed-BostonY1	ASV1096	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1096_BostonY2	nsSeed-BostonY2	ASV1096	Seed	BostonY2	ns 	0.057808658	0.01<x<1%: Intermediate
ASV1096_MajorY1	nsSeed-MajorY1	ASV1096	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1096_MajorY2	nsSeed-MajorY2	ASV1096	Seed	MajorY2	ns 	0.034575488	0.01<x<1%: Intermediate
ASV1097_BostonY1	nsSeed-BostonY1	ASV1097	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1097_BostonY2	nsSeed-BostonY2	ASV1097	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1097_MajorY1	nsSeed-MajorY1	ASV1097	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1097_MajorY2	nsSeed-MajorY2	ASV1097	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1098_BostonY1	nsSeed-BostonY1	ASV1098	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1098_BostonY2	nsSeed-BostonY2	ASV1098	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1098_MajorY1	nsSeed-MajorY1	ASV1098	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1098_MajorY2	nsSeed-MajorY2	ASV1098	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1099_BostonY1	nsSeed-BostonY1	ASV1099	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1099_BostonY2	nsSeed-BostonY2	ASV1099	Seed	BostonY2	ns 	0.096270592	0.01<x<1%: Intermediate
ASV1099_MajorY1	nsSeed-MajorY1	ASV1099	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1099_MajorY2	nsSeed-MajorY2	ASV1099	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV11_BostonY1	nsSeed-BostonY1	ASV11	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV11_BostonY2	nsSeed-BostonY2	ASV11	Seed	BostonY2	ns 	7.847511889	> 1%: Dominant
ASV11_MajorY1	nsSeed-MajorY1	ASV11	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV11_MajorY2	nsSeed-MajorY2	ASV11	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1100_BostonY1	nsSeed-BostonY1	ASV1100	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1100_BostonY2	nsSeed-BostonY2	ASV1100	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1100_MajorY1	nsSeed-MajorY1	ASV1100	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1100_MajorY2	nsSeed-MajorY2	ASV1100	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1101_BostonY1	nsSeed-BostonY1	ASV1101	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1101_BostonY2	nsSeed-BostonY2	ASV1101	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1101_MajorY1	nsSeed-MajorY1	ASV1101	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1101_MajorY2	nsSeed-MajorY2	ASV1101	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1102_BostonY1	nsSeed-BostonY1	ASV1102	Seed	BostonY1	ns 	0.82984086	0.01<x<1%: Intermediate
ASV1102_BostonY2	nsSeed-BostonY2	ASV1102	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1102_MajorY1	nsSeed-MajorY1	ASV1102	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1102_MajorY2	nsSeed-MajorY2	ASV1102	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1103_BostonY1	nsSeed-BostonY1	ASV1103	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1103_BostonY2	nsSeed-BostonY2	ASV1103	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1103_MajorY1	nsSeed-MajorY1	ASV1103	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1103_MajorY2	nsSeed-MajorY2	ASV1103	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1104_BostonY1	nsSeed-BostonY1	ASV1104	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1104_BostonY2	nsSeed-BostonY2	ASV1104	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1104_MajorY1	nsSeed-MajorY1	ASV1104	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1104_MajorY2	nsSeed-MajorY2	ASV1104	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1105_BostonY1	nsSeed-BostonY1	ASV1105	Seed	BostonY1	ns 	0.171612442	0.01<x<1%: Intermediate
ASV1105_BostonY2	nsSeed-BostonY2	ASV1105	Seed	BostonY2	ns 	0.057523708	0.01<x<1%: Intermediate
ASV1105_MajorY1	nsSeed-MajorY1	ASV1105	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1105_MajorY2	nsSeed-MajorY2	ASV1105	Seed	MajorY2	ns 	0.037768797	0.01<x<1%: Intermediate
ASV1106_BostonY1	nsSeed-BostonY1	ASV1106	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1106_BostonY2	nsSeed-BostonY2	ASV1106	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1106_MajorY1	nsSeed-MajorY1	ASV1106	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1106_MajorY2	nsSeed-MajorY2	ASV1106	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1107_BostonY1	nsSeed-BostonY1	ASV1107	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1107_BostonY2	nsSeed-BostonY2	ASV1107	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1107_MajorY1	nsSeed-MajorY1	ASV1107	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1107_MajorY2	nsSeed-MajorY2	ASV1107	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1108_BostonY1	nsSeed-BostonY1	ASV1108	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1108_BostonY2	nsSeed-BostonY2	ASV1108	Seed	BostonY2	ns 	0.043972693	0.01<x<1%: Intermediate
ASV1108_MajorY1	nsSeed-MajorY1	ASV1108	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1108_MajorY2	nsSeed-MajorY2	ASV1108	Seed	MajorY2	ns 	0.062031835	0.01<x<1%: Intermediate
ASV1109_BostonY1	nsSeed-BostonY1	ASV1109	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1109_BostonY2	nsSeed-BostonY2	ASV1109	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1109_MajorY1	nsSeed-MajorY1	ASV1109	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1109_MajorY2	nsSeed-MajorY2	ASV1109	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV111_BostonY1	nsSeed-BostonY1	ASV111	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV111_BostonY2	nsSeed-BostonY2	ASV111	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV111_MajorY1	nsSeed-MajorY1	ASV111	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV111_MajorY2	nsSeed-MajorY2	ASV111	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1110_BostonY1	nsSeed-BostonY1	ASV1110	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1110_BostonY2	nsSeed-BostonY2	ASV1110	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1110_MajorY1	nsSeed-MajorY1	ASV1110	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1110_MajorY2	nsSeed-MajorY2	ASV1110	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1111_BostonY1	nsSeed-BostonY1	ASV1111	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1111_BostonY2	nsSeed-BostonY2	ASV1111	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1111_MajorY1	nsSeed-MajorY1	ASV1111	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1111_MajorY2	nsSeed-MajorY2	ASV1111	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1112_BostonY1	nsSeed-BostonY1	ASV1112	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1112_BostonY2	nsSeed-BostonY2	ASV1112	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1112_MajorY1	nsSeed-MajorY1	ASV1112	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1112_MajorY2	nsSeed-MajorY2	ASV1112	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1113_BostonY1	nsSeed-BostonY1	ASV1113	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1113_BostonY2	nsSeed-BostonY2	ASV1113	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1113_MajorY1	nsSeed-MajorY1	ASV1113	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1113_MajorY2	nsSeed-MajorY2	ASV1113	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1114_BostonY1	nsSeed-BostonY1	ASV1114	Seed	BostonY1	ns 	0.771843161	0.01<x<1%: Intermediate
ASV1114_BostonY2	nsSeed-BostonY2	ASV1114	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1114_MajorY1	nsSeed-MajorY1	ASV1114	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1114_MajorY2	nsSeed-MajorY2	ASV1114	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1115_BostonY1	nsSeed-BostonY1	ASV1115	Seed	BostonY1	ns 	0	< 0.01%: Rare
ASV1115_BostonY2	nsSeed-BostonY2	ASV1115	Seed	BostonY2	ns 	0	< 0.01%: Rare
ASV1115_MajorY1	nsSeed-MajorY1	ASV1115	Seed	MajorY1	ns 	0	< 0.01%: Rare
ASV1115_MajorY2	nsSeed-MajorY2	ASV1115	Seed	MajorY2	ns 	0	< 0.01%: Rare
ASV1116_BostonY1	nsSeed-BostonY1	ASV1116	Seed	BostonY1	ns 	0	< 0.01%: Rare
